Brand,Title,Discount,Price,Etc,category
식물나라,제주 알로에 촉촉 수딩젤,0,"5,800",200ml,젤
식물나라,제주 탄산수 딥 클렌징 티슈,0,"2,200",20매,클렌징 티슈/패드
심플로그,올 클렌징 밤,0,"23,500","90ml, 3.04fl.oz",클렌징 밤
싸이닉,더 심플 데일리 로션,30,"14,000",145ml 2개,로션/에멀젼
싸이닉,더 심플 카밍 토너,58,"12,600",300ml,스킨/토너
싸이닉,시카 블레미쉬 클리어 스팟 패치,0,"12,000",4mg*9패치*1매,패치
썬플랜,타임슬립 아이 크림,0,"62,000",220g,아이케어
씨드비,아침세안 이슬 생분해 비누,36,"9,500",100g,클렌징 비누
아누아,어성초 77 클리어 패드,19,"22,500",70매,"스크럽/필링 패드, 부분마스크 패드"
아누아,어성초 87 약산성 딥 클렌징 워터,46,"13,900",500ml+100ml+거품용기,클렌징 워터
아누아,어성초 포어 컨트롤 클렌징오일,22,"17,000",200ml,클렌징 오일
아렌시아,클렌저 떡솝 [그린아르티장],0,"42,000",120g,클렌징 로션/크림
아렌시아,프레시 클렌저 떡솝 [그린],0,"17,500",50g,클렌징 로션/크림
아렌시아,프레시 클렌저 떡솝 [로얄블루히솝],0,"23,000",120g,클렌징 로션/크림
아로마티카,수딩 알로에 베라 젤,30,"21,000",860ml,젤
아로마티카,티트리 53 블레미쉬 스팟,0,"18,000",10ml,페이스오일
아로셀,슈퍼 콜라겐 마스크,0,"36,000",1 box (43g x 4ea),시트마스크
아리얼,더 퍼펙트 클렌징 오일 패드 EX,0,"22,000",60매,클렌징 티슈/패드
아리얼,스트레스 릴리빙 미셀라 립앤아이 리무버,10,"19,800",300ml,립/아이 리무버
아리얼,스트레스 릴리빙 퓨어풀 립앤아이 리무버 패드,20,"3,600",-,립/아이 리무버
아리얼,스트레스 릴리빙 퓨어풀 클렌징티슈,22,"6,900",-,클렌징 티슈/패드
아리얼,애플사이다 휘핑 크림 클렌저,0,"24,000",100g,클렌징 로션/크림
아벤느,미셀라 클렌징 워터,0,"17,000",200ml,클렌징 워터
아벤느,오 떼르말,0,"10,000",50ml,미스트
아벤느,클리낭스 클렌징 젤,0,"30,000",400ml,클렌징 젤
아비노베이비,더멕사 아토 나이트타임 밤,0,"32,000",312g,밤/멀티밤
아비브,수분초 히알루론 패드 하이드레이팅 터치,10,"21,600",75매,"스크럽/필링 패드, 스킨/토너 패드"
아비브,어성초 스팟 패드 카밍터치,10,"21,600",80매,"스크럽/필링 패드, 부분마스크 패드"
아비브,콜라겐 아이패치 부활초젤리,10,"20,700",90g,부분마스크/팩
아빠비누,클렌징 바 [딥클린],41,"18,800",100g*2개,클렌징 비누
아이레놀,다크서클 크림 [S],0,"29,800",15g,아이케어
아이레시피,세라마이드 유자 힐링 클렌징 밤,25,"19,500",120g,클렌징 밤
아이레시피,아쿠아 피토플렉스 크림 인 젤,20,"7,900",100ml,젤
아이레시피,아쿠아 피토플렉스 크림 인 토너 미스트,20,"12,000",60ml,미스트
아이레시피,워터리 터치 테카 세라 밤,20,"19,200",9g,밤/멀티밤
아이보리,오리지널 비누,0,-,90g,클렌징 비누
아이소이,블레미쉬 케어 아이 앤 미간 패치,10,"22,320",90g(90매),부분마스크/팩
아임프롬,피그 스크럽 마스크,0,"26,000",100g,"스크럽/필링, 워시오프 팩"
아임프롬,피그 엔자임 파우더 클렌저,0,"24,000",50g,클렌징 파우더
아크네스,3초 진정 패치,0,"9,500",72개,패치
아크웰,감초수 피에이치 밸런싱 포어 클렌징 젤 폼,20,"14,400",160ml,클렌징 젤
아토팜,MLE 로션,45,"54,500",300ml/개당,로션/에멀젼
아토팜,MLE 크림,45,"54,500",1개당 160ml,크림
아토팜,MLE 크림 스틱 밤,35,"26,000",총 20g(10gx2),밤/멀티밤
아토팜,수딩 젤 로션,35,"33,600",160ml,로션/에멀젼
아토팜,징크 마일드 업 선크림 [SPF50+/PA++++],40,"14,400",65g,
아페리레,비 프로즌 포어 마스크,49,"25,500",120g,워시오프 팩
아페리레,순수 블루 토너 패드,40,"16,800",140ml,"스크럽/필링 패드, 스킨/토너 패드"
앰플엔,퓨리파잉샷 호박 효소 필링젤,47,"19,900",100ml,스크럽/필링
야다,선인장 수딩젤,0,"14,500",250ml,젤
어바웃미,숲 진정 수분 미스트,40,"11,400",100ml,미스트
어바웃미,숲 진정 수분 크림,50,"26,000",160ml,크림
어퓨,깨비깨비 블랙헤드 3단 코팩,0,"1,000","3매입(Step1 : 3g, Step2 : 0.2g, Step3 : 3g / 1회용",코팩
어퓨,미네랄 립앤아이 리무버 [스윗로즈],0,"4,500",100ml,립/아이 리무버
어퓨,미네랄 립앤아이 리무버 [오마린],0,"4,500",100ml,립/아이 리무버
에뛰드,립 앤 아이 리무버,10,"6,300",100ml,립/아이 리무버
에뛰드,순정 판텐소사이드™ 10 시카 밤,20,"20,000",50ml,밤/멀티밤
에센허브,티트리 100% 오일,60,"15,200",10ml,페이스오일
에센허브,티트리 딥클린 클렌징 바,0,"20,000",100g,클렌징 비누
에스네이처,블랑쉬클렌저,32,"18,900",260ml,클렌징 젤
에스네이처,수퍼 아쿠아겔 오아시스 앰플 마스크,62,"39,900",30ml,시트마스크
에스네이처,아쿠아 라이스 약산성 클렌징폼,39,"18,900",240ml,클렌징 폼
에스네이처,아쿠아 라이스 클렌징밤,28,"18,500",90ml,클렌징 밤
에스네이처,아쿠아 라이스클렌징오일,22,"18,500",200ml,클렌징 오일
에스네이처,아쿠아 소이 요거 아이크림,48,"14,900",25g,
에스네이처,아쿠아 스쿠알란 세럼,41,"23,500",100ml,에센스/앰플/세럼
에스네이처,아쿠아 스쿠알란 수분크림,60,"29,900",160ml,크림
에스네이처,아쿠아 오아시스 수분 젤크림,25,"23,900",80ml,젤
에스네이처,아쿠아 오아시스 토너,63,"19,500",300ml,스킨/토너
에스네이처,아쿠아 오아시스 판테알란 카밍패드,23,"19,900",190ml,"부분마스크 패드, 스킨/토너 패드"
에스네이처,아쿠아 콜라겐 펩타이드 트리플 젤 에센스,77,"19,900",50ml x 2,에센스/앰플/세럼
에스네이처,호호바오일,21,"14,900",30ml,페이스오일
에스네이처,화이트 글로우 앰플,75,"15,900",50ml,에센스/앰플/세럼
에스쁘아,프로테일러 비벨벳 커버 쿠션 뉴클래스 [SPF34/PA++] [21호 아이보리],0,"38,000",13g*2개,
에스트라,아토베리어 365 크림 미스트,25,"13,500",120ml,미스트
에스트라,아토베리어365 로션,20,"26,400",본품 150ml+바디크림30ml+샤쉐6개,로션/에멀젼
에스트라,아토베리어365 크림,20,"26,400",본품+바디크림30ml+샤쉐6매,크림
에이솔루션,AC 어성초 토너패드,41,"32,900",70매(200ml) 2개,스크럽/필링 패드
에이트루,오리진 퓨어 밸런싱 클렌징 오일,65,"15,900",300ml,클렌징 오일
에이프릴스킨,캐로틴 멜팅 클렌징밤,0,"30,000",90ml,클렌징 밤
에이프릴스킨,핑크알로에 머랭솝,0,"35,000",120gㅣ4.23 oz.,"클렌징 폼, 워시오프 팩"
엔젤,파우더 탄산효소세안제,0,"32,000",45g,클렌징 파우더
엘솔레,모이스처라이징 미라클 미스트 토너,40,"14,900",150ml,미스트
오렌지신드롬,버블 클렌징 패드,20,"18,400",180g,클렌징 티슈/패드
오어스,쿨 시카 티트리 모델링팩,0,"3,900",30g,필오프 팩
오울루,버치 아토 모이스처 크림,16,"25,000",80ml,크림
온그리디언츠,스킨 베리어 카밍 로션,15,"29,750",220ml,로션/에멀젼
원데이즈유,피지쏙쏙 노 모어 블랙헤드,0,"24,000",80ml,코팩
원씽,모델링팩 [어성초],0,"21,000",20gX7개입,필오프 팩
웰라쥬,리얼 시카 카밍 95 트러블 앰플,30,"33,600",50ml x 2개,에센스/앰플/세럼
웰라쥬,리얼 히알루로닉 100 크림,30,"22,400",80ml,크림
웰라쥬,리얼 히알루로닉 블루 100 앰플,30,"20,900",본품 60ml+리필 60ml,에센스/앰플/세럼
유리피부,그란떼 클렌징 오일,54,"17,900",500ml,클렌징 오일
유이크,바이옴 베리어 콜라겐 퍼밍 클렌징 밤,20,"22,400",100ml,클렌징 밤
유이크,바이옴 베리어 크림 미스트,10,"20,500",100ml,미스트
유이크,바이옴 비타씨 다크서클 아이패치,0,"22,000",60매,부분마스크/팩
이니스프리,레티놀 시카 흔적 앰플,28,"48,960",레티놀 시카 앰플 30ML + 레티놀 시카 흔적 패드 60매 +기프트(레티놀 앰플 7m),에센스/앰플/세럼
이니스프리,비자 시카 밤 EX,0,"26,000",40ml,밤/멀티밤
이니스프리,알로에 리바이탈라이징 수딩젤,0,"7,000",300ml,젤
이니스프리,애플씨드 립앤아이 메이크업 리무버,0,"9,000",상세참조,립/아이 리무버
이레프,화산송이 버블팩,20,"19,800",75g,워시오프 팩
이솔,그린 효소 세안제,0,"11,840",50g,클렌징 파우더
이솔,프로폴리스 수딩 솔루션,0,"9,900",70ml,젤
이아이오,안티 포어 블랙헤드 키트,0,"15,000",1매당 4ml (5매입),코팩
이아이오,웰링 워시 오프 팩,20,"30,400",110ml,워시오프 팩
이즈앤트리,머그워트 카밍 클레이 마스크,10,"17,900",100ml,워시오프 팩
이즈앤트리,머그워트 카밍 파우더 워시,20,"18,400",1g x 25ea,클렌징 파우더
이즈앤트리,참마 비건 밀크 클렌저,20,"19,900",220ml,클렌징 로션/크림
이즈앤트리,초저분자 히아루론산 토너,45,"17,900",300ml+200ml 리필+미스트펌프,스킨/토너
이지덤,릴리프,0,"7,000",42패치*1매,패치
이지덤,이지덤 퀵카밍,0,"8,000",4패치*1매,패치
이퀄베리,물광폭탄 약산성 사우나 클렌저,13,"17,300",200ml,클렌징 젤
일루미엘,물결 수분 네모패드,87,"3,000",60매/260ml,"스크럽/필링 패드, 스킨/토너 패드"
일루미엘,물결 수분 네모패드,52,"22,900",60매입 *2,부분마스크 패드
일리윤,MD 레드이치 오일,20,"19,200",200ml,페이스오일
일리윤,세라마이드 더마 6.0 클렌징워터 폼,20,"16,800",250ml,클렌징 젤
일리윤,세라마이드 아토 6.0 탑투토 워시,37,"19,900","1,500ml (본품+리필2개)",클렌징 젤
일리윤,세라마이드 아토 로션,41,"25,500",350ml*2개+50ml+크림 75ml*2개 구성,로션/에멀젼
일리윤,세라마이드 아토 수딩 젤,52,"20,900",175ml,젤
일리윤,프레쉬모이스춰 립앤아이 리무버,42,"27,800",300ml,립/아이 리무버
일소,네추럴 마일드 클리어 노우즈 팩 바이오셀룰로오즈,45,"17,500","코팩7g*8매,클렌징오일30ml",코팩
일소,센서티브 버블 릴렉싱 클렌저,31,"35,800",200g x 2개,클렌징 젤
일소,슈퍼 멜팅 세범 소프트너,19,"21,000",150ml,스크럽/필링
잇츠스킨,도라에몽 에디션 파워10 감초줄렌 젤리패드,43,"21,900",130EA/215ml,부분마스크/팩
잇츠스킨,파워10 감초줄렌 수딩 젤크림,52,"11,900",55ml,젤
잇츠스킨,파워10 감초줄렌 아이크림,38,"9,900",25ml,아이케어
잇츠스킨,파워10 감초줄렌 젤리패드,40,"24,000",130EA/215ml,"부분마스크 패드, 스킨/토너 패드"
제로이드,더마뉴얼 클렌징 젤,0,"22,000",200ml,클렌징 젤
제로이드,수딩 로션,0,"30,000",200ml,로션/에멀젼
제센스,비건 멀티클렌징 폼오일,27,"16,000",150ml,클렌징 로션/크림
조선미녀,맑은쌀꿀채운마스크,25,"13,500",150ml,워시오프 팩
조선미녀,맑은쌀채운토너,25,"13,500",150ml,스킨/토너
좀비뷰티,누에고치 모공팩,0,"20,700",85g,클렌징 비누
주미소,안티옥시던트 글로우 토닝 패드,40,"31,200",70매입+70매입,부분마스크 패드
주미소,포어 클리어링 클렌징 오일,32,"32,400",400ml,클렌징 오일
주미소,포어 퓨리파잉 살리실산 포밍 클렌저,30,"24,900",120g+120g,클렌징 폼
차앤박화장품,안티포어 블랙헤드 버블 코팩,0,"4,000",4g*2ea,코팩
차앤박화장품,안티포어 블랙헤드 클리어 키트,0,"34,000",5.5ml*10매,코팩
차앤박화장품,안티포어 블랙헤드 클리어 키트 스트립,0,"8,600",3매,코팩
차앤박화장품,프로폴리스 에너지 앰플 미스트,0,"9,000",50ml,미스트
참존,콘트롤 크림 셀프 마사지,0,"25,000",150ml,클렌징 로션/크림
천비누솝,정안고,0,"24,900",100g,클렌징 비누
초록초롱,비건 허브 각질 피지케어 제주 페퍼민트 토너패드,10,"26,100",280ml*70패드,"스크럽/필링 패드, 부분마스크 패드, 스킨/토너 패드"
카이네,로즈마리 릴리프 젤 클렌져,10,"16,200",150ml,클렌징 젤
카이네,콤부 밸런싱 앰플 토너,15,"20,400",150ml,스킨/토너
카이네,콤부 젤리 오일 클렌져,15,"21,250",145ml,클렌징 젤
케어존,저자극 립앤아이 리무버,0,"3,500",50ml,립/아이 리무버
코스노리,롱 액티브 마스카라 리무버,21,"11,000",9g,립/아이 리무버
코스노리,마이크로 액티브 립앤아이 리무버,47,"18,900",100ml*3,립/아이 리무버
코스노리,마이크로 액티브 클렌징 오일,55,"21,500",200ml*2,클렌징 오일
코스노리,아보카도 아이크림,67,"16,900",30ml+15ml+15ml,아이케어
코스노리,판테놀 베리어 에멀전,61,"19,800",150ml * 2,로션/에멀젼
코스노리,판테놀 베리어 토너,61,"16,800",205ml + 205ml,스킨/토너
코스알엑스,더 6 펩타이드 스킨 부스터 세럼,38,"28,200",150ml * 2개 + 30ml * 2개,에센스/앰플/세럼
코스알엑스,더 레티놀 0.5 오일,22,"19,500",20ml,페이스오일
코스알엑스,약산성 굿모닝 젤 클렌저,30,"13,800",150ml * 2개,클렌징 젤
코스알엑스,약산성 나이아신아마이드 미셀라 클렌징 워터,15,"22,000",400ml*2개,클렌징 워터
코스알엑스,원스텝 오리지널 클리어 패드,32,"11,900",70매,스크럽/필링 패드
코스알엑스,퓨어 핏 약산성 클렌징 패드,0,"21,000",335ml(100매),클렌징 티슈/패드
코스알엑스,하이드리움 수딩 젤 크림,22,"17,900",50ml,젤
코스톡,비건 차콜 미셀라 클렌징워터,27,"33,500",0ml,클렌징 워터
코씨,문릿 콜라겐 마스크팩,0,"64,000",30g*5매,부분마스크/팩
코코스타,비건 로맨틱 로즈 립 마스크,0,"26,000",50g(20매),부분마스크/팩
코코스타,옐로 크림 패치,0,"22,000",에센스 20ml/면봉 50pcs,패치
코코케어,100% 내추럴 호호바 오일,45,"11,900",60ml,페이스오일
큐어,리알로에 수딩젤,0,"25,000",150ml,젤
큐어시스,어성초 아크페어 스팟패치,0,"6,800",90매입,패치
큐템,세라밤 크림,0,"89,000",50ml,밤/멀티밤
클라뷰,리얼 비건 퀵 클렌징 패드,47,"19,900",180ml/50매,클렌징 티슈/패드
클라뷰,피톤치드 퀵 클렌징 패드,53,"26,900",380ml/100매,클렌징 티슈/패드
클리어티앤,더마 SOS 릴리프 패치,0,"11,000",60mg*6패치*1매,패치
클리오,킬래쉬 마스카라 리무버,50,"6,000",8.5g,립/아이 리무버
클리오,킬커버 메쉬 글로우 쿠션 [SPF50+/PA++++] [2호 란제리],30,"25,200",30g,
키노닉스,카모 클렌징 패드,21,"29,800",본품 70매 + 리필 35매,클렌징 티슈/패드
키스뮤즈,안티링클 아이 리프팅 마스크,0,"30,000",8ml*7매,부분마스크/팩
키스미,아이 젠틀 오프 립앤아이 리무버,0,"24,000",300ml,립/아이 리무버
키스미,히로인메이크 스피디 마스카라 리무버,0,"13,000",6.6ml,립/아이 리무버
템프:31,콜라겐 워터 필 오프 마스크,0,"38,000",70ml,필오프 팩
토니모리,더 촉촉 그린티 레몬 저자극 클렌징오일,30,"15,900",200ml,클렌징 오일
토니모리,어성초시카 쿨링 수분 크림,31,"19,900",100ml,슬리핑팩
토니모리,타코포어 원샷 코팩,0,"2,000",1.5g*1매,코팩
토르홉,사우난지앙 솔트 마스크,0,"45,100",150g,스크럽/필링
토리든,다이브인 저분자 히알루론산 마스크,56,"39,500",1매당 27ml (30매),시트마스크
토리든,다이브인 저분자 히알루론산 모델링 팩,0,"6,500",25g,필오프 팩
토리든,다이브인 저분자 히알루론산 세럼,38,"26,900",다이브인 저분자 히알루론산 세럼 100ml + 수딩크림 50ml,에센스/앰플/세럼
토리든,다이브인 저분자 히알루론산 수딩 크림,39,"14,500",다이브인 저분자 히알루론산 수딩크림 100ml + 토너 50ml + 클렌징폼 30ml,크림
토리든,다이브인 저분자 히알루론산 크림,42,"14,500",다이브인 저분자 히알루론산 크림 100ml 기획 + 세럼 10ml + 밸런스풀 클렌징젤 30ml,크림
토리든,다이브인 저분자 히알루론산 클렌징 워터,30,"14,000",400ml,클렌징 워터
토리든,다이브인 저분자 히알루론산 클렌징 폼,30,"10,500",150ml,클렌징 폼
토리든,다이브인 저분자 히알루론산 토너,52,"19,900",다이브인 저분자 히알루론산 토너 300ml * 2개 + 클렌징 폼 30ml,스킨/토너
토리든,밸런스풀 시카 마스크,50,"30,000",1매당 25 ml (20매),시트마스크
토리든,밸런스풀 시카 모델링 팩,0,"6,500",30g / 1.05 oz.,필오프 팩
토리든,밸런스풀 시카 진정 세럼,35,"14,900",밸런스풀 시카 진정 세럼 50 + 마스크팩 2매 + 크림 20ml,에센스/앰플/세럼
토리든,밸런스풀 시카 클렌징 젤,30,"14,000",200ml,클렌징 젤
토리든,밸런스풀 시카 토너 패드,30,"32,000",60매*2,스크럽/필링 패드
토리든,밸런스풀 시카 포어 클렌징 폼,39,"18,200",150ml,클렌징 폼
토리든,셀메이징 비타C 브라이트닝 마스크,40,"18,000",10매,시트마스크
토리든,셀메이징 저분자 콜라겐 탄력 아이크림,30,"17,500",30ml,아이케어
토코보,시카 카밍 세럼,35,"19,900",세럼 50ml + 5ml + 크림 15ml,에센스/앰플/세럼
트러블레스,마이크로포인트 패치,0,"15,000",4mg*9패치*1매,패치
트루다이브,스피디 트러블 케어 패치,25,"45,000",2패치 X 4개입,패치
티아레,디 오리진 퓨어 오일,0,"36,000",33ml,페이스오일
티아레,마이크로 딥 파우더워시,0,"45,000",55g,클렌징 파우더
티엘스,화이트 티트리 아크 플러스 팩 클렌저,20,"19,200",100ml,"클렌징 폼, 워시오프 팩"
파티온,노스카나인 스팟 패치,0,"12,000",36g,패치
파티온,노스카나인 클렌징 워터,22,"13,900",500ml,클렌징 워터
파티온,노스카나인 트러블 세럼,47,"20,900",40ml,에센스/앰플/세럼
파파레서피,가지 클리어링 머드 크림 마스크,53,"13,900",100ml+100ml,워시오프 팩
파파레서피,가지 클리어링 효소 파우더 클렌저,19,"28,900",50g,클렌징 파우더
파파레서피,블레미쉬 효소 파우더 클렌저,33,"23,900",50g*2+7ml*1,클렌징 파우더
파파레서피,티트리 컨트롤 효소 파우더 클렌저,19,"28,900",50g,클렌징 파우더
팜드웨이,골드트리솝,46,"32,400",65g(건조중량),클렌징 비누
포인트앤,딥 클린 립앤아이 리무버 롱패드,22,"17,900",88매 2개,립/아이 리무버
포인트앤,딥 클린 포어 클렌징 오일,29,"20,500",490ml,클렌징 오일
포인트앤,딥클린 립앤아이 리무버,50,"11,900",150ml 2개,립/아이 리무버
포인트앤,딥클린 올인원 클렌징 티슈,50,"11,900",80매 2개,클렌징 티슈/패드
포인트앤,소이클렌징밀크,30,"13,200",230ml,클렌징 로션/크림
포인트앤,피지 쏙 베지 클렌징 오일,38,"20,900",400ml,클렌징 오일
포잇,유브이 블록 멀티 스포츠 썬 패치,50,"34,900",10회분(2파우치),부분마스크/팩
폰즈,클리어 훼이스 스파 립앤아이 메이크업 리무버,0,"10,900",120ml,립/아이 리무버
폴라초이스,바하 리퀴드 각질제거제,20,"27,200",118ml,스크럽/필링
폴스킨,국승채 프리미엄 천연 오일 미스트 앰플,66,"21,900",120ml,미스트
풀리,그린 토마토 크림,43,"19,900",90ml,슬리핑팩
풀리,그린 토마토 클레이 팩 클렌저,41,"27,900",120ml+120ml,"클렌징 폼, 워시오프 팩"
퓨리토서울,원더 릴리프 센텔라 세럼 언센티드,0,"28,000",60 mL,
퓨리피아,메타바이옴 토너 패드,64,"15,900",60매(180ml) *2개+크림30ml,"스크럽/필링 패드, 부분마스크 패드, 스킨/토너 패드"
프레티,리얼 하이드로겔 아이패치 [골드],0,"10,000",84g*60패치,부분마스크/팩
프리메라,페이셜 마일드 필링,15,"25,500",150ml,스크럽/필링
프리메이,어성초 진정해 수분 토너,70,"16,800",350ml x 2개,스킨/토너
프리메이,올리브 시카 카밍 앰플 마스크,60,"15,700",27ml x 20매,시트마스크
프리메이,진정한 수분크림,68,"17,900","크림 200ml,팩 2매",크림
프리메이,핑크 콜라겐 앰플 마스크,60,"23,500",27ml x 30매,시트마스크
피지오겔,DMT 페이셜 로션,29,"23,900",200ml,로션/에멀젼
피지오겔,DMT 페이셜크림,31,"26,900",150ml,크림
피지오겔,레드수딩 AI 로션,30,"30,000",200ml,로션/에멀젼
하우스오브비,글루타티온 페이스 필름,10,"9,000",1제 3g 2제 22g,"시트마스크, 슬리핑팩"
한율,달빛유자 비타톤업 애플존 패드,20,"23,200",105ml,부분마스크/팩
한율,달빛유자 수면팩,21,"26,860",70ml,슬리핑팩
한율,어린쑥 클렌징 흡착 팩폼,15,"23,800",120ml,워시오프 팩
해서린,선셋 원킬 리무버 패드,0,"15,000",70매입,클렌징 티슈/패드
해서린,선셋 카멜리아 리무버 스틱,0,"7,700",35g*50ea,립/아이 리무버
해서린,포어 멜팅 와이드 슈링코팩,0,"11,500","4매입(1제 5g, 2제 5g)",코팩
홀리카홀리카,세라베리어 모이스처 액티브 크림,47,"15,900",크림 50ml+크림인세럼 15ml,크림
홀리카홀리카,알로에 99% 수딩젤,0,"6,800",250ml,젤
휘게,소프트리셋 그린 클렌징 밤,25,"48,000",100ml,클렌징 밤
휴캄,킨츠키 하트 탄력 패치,0,"9,900",24패치*1매,패치
희다,지리산 촉촉 숯 클렌징밤,40,"16,800",100ml,클렌징 밤
히루스카,포스트아크네 클리어,0,"32,000",10g,젤
